OBJECTID,Kód_ADM,Kód_obce,Název_obce,Název_MOMC,Název_MOP,Kód_části_obce,Název_části_obce,Název_ulice,Typ_SO,Číslo_domovní,Číslo_orientační,Znak_čísla_orientačního,PSČ,Souřadnice_Y,Souřadnice_X,Platí_Od,x,y
1,"21,692,807","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Bílkova,č.p.,6,8,,"11,000","742,838.000000000000000","1,042,620.000000000000000",2013-12-11T00:00:00,"458,598.601585492490000","5,548,988.268017081500000"
2,"21,692,815","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,6,15,,"11,000","742,837.380000000000000","1,042,627.280000000000000",2013-12-11T00:00:00,"458,600.152466379110000","5,548,981.129422482100000"
3,"21,692,823","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,7,13,,"11,000","742,832.930000000050000","1,042,646.990000000000000",2013-12-11T00:00:00,"458,607.099291707390000","5,548,962.158634793000000"
4,"21,692,831","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,8,11,,"11,000","742,832.739999999990000","1,042,665.600000000000000",2013-12-11T00:00:00,"458,609.680727854370000","5,548,943.730742584900000"
5,"21,692,840","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,9,9,,"11,000","742,828.000000000000000","1,042,685.000000000000000",2013-12-11T00:00:00,"458,616.875236804600000","5,548,925.104619186400000"
6,"21,692,858","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,U Svatého ducha,č.p.,9,3,,"11,000","742,834.000000000000000","1,042,695.000000000000000",2013-12-11T00:00:00,"458,612.211915409190000","5,548,914.417817657800000"
7,"21,692,866","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,10,2,,"11,000","742,859.000000000000000","1,042,688.000000000000000",2013-12-11T00:00:00,"458,586.523400893430000","5,548,918.143808903200000"
8,"21,692,874","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,U Svatého ducha,č.p.,10,1,,"11,000","742,851.000000000000000","1,042,695.000000000000000",2013-12-11T00:00:00,"458,595.355810265060000","5,548,912.231821363800000"
9,"21,692,882","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,11,4,,"11,000","742,857.089999999970000","1,042,670.130000000000000",2013-12-11T00:00:00,"458,586.119345024230000","5,548,936.108006263200000"
10,"21,692,891","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,12,5,,"11,000","742,878.150000000020000","1,042,706.890000000000000",2013-12-11T00:00:00,"458,569.964543879030000","5,548,896.951395863700000"
11,"21,692,904","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,13,3,,"11,000","742,874.920000000040000","1,042,722.880000000000000",2013-12-11T00:00:00,"458,575.223345928830000","5,548,881.512212006400000"
12,"21,693,536","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Bílkova,č.p.,122,6,,"11,000","742,864.000000000000000","1,042,623.000000000000000",2013-12-11T00:00:00,"458,573.207427171990000","5,548,981.950148996000000"
13,"21,693,544","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,122,8,,"11,000","742,872.000000000000000","1,042,635.000000000000000",2013-12-11T00:00:00,"458,566.818211717530000","5,548,969.023116866100000"
14,"21,693,552","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,123,6,,"11,000","742,861.120000000000000","1,042,652.840000000000000",2013-12-11T00:00:00,"458,579.900149719790000","5,548,952.733305143200000"
15,"21,693,561","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,124,1,,"11,000","742,864.000000000000000","1,042,738.000000000000000",2013-12-11T00:00:00,"458,587.995184645060000","5,548,867.924499379500000"
16,"21,693,579","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Široká,č.p.,124,15,,"11,000","742,872.000000000000000","1,042,751.000000000000000",2013-12-11T00:00:00,"458,581.734560186970000","5,548,854.005938582100000"
17,"21,693,587","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Pařížská,č.p.,125,16,,"11,000","742,905.000000000000000","1,042,753.000000000000000",2013-12-11T00:00:00,"458,549.271062005310000","5,548,847.779476855000000"
18,"21,693,595","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Široká,č.p.,125,13,,"11,000","742,892.000000000000000","1,042,758.000000000000000",2013-12-11T00:00:00,"458,562.803972191180000","5,548,844.493484858400000"
19,"21,693,609","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Pařížská,č.p.,126,18,,"11,000","742,902.790000000040000","1,042,730.860000000000000",2013-12-11T00:00:00,"458,548.615389376880000","5,548,870.016074078200000"
20,"21,693,617","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Pařížská,č.p.,127,20,,"11,000","742,907.150000000020000","1,042,713.470000000000000",2013-12-11T00:00:00,"458,542.056126824580000","5,548,886.698092421500000"
21,"21,693,676","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Bílkova,č.p.,132,4,,"11,000","742,901.000000000000000","1,042,628.000000000000000",2013-12-11T00:00:00,"458,537.163553969930000","5,548,972.234758706800000"
22,"21,693,684","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,133,11,,"11,000","742,892.010000000010000","1,042,653.360000000000000",2013-12-11T00:00:00,"458,549.338480226700000","5,548,948.245628772300000"
23,"21,693,692","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,134,9,,"11,000","742,887.709999999960000","1,042,670.090000000000000",2013-12-11T00:00:00,"458,555.753380353560000","5,548,932.210303308400000"
24,"21,693,706","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Elišky Krásnohorské,č.p.,135,7,,"11,000","742,882.949999999950000","1,042,688.700000000000000",2013-12-11T00:00:00,"458,562.866134928540000","5,548,914.370056958900000"
25,"21,693,714","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,141,12,,"11,000","742,801.000000000000000","1,042,707.000000000000000",2013-12-11T00:00:00,"458,646.475659753200000","5,548,906.762894576400000"
26,"21,693,722","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,U staré školy,č.p.,141,1,,"11,000","742,776.000000000000000","1,042,694.000000000000000",2013-12-11T00:00:00,"458,669.592388017100000","5,548,922.867450071500000"
27,"21,693,731","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Vězeňská,č.p.,141,1,,"11,000","742,785.000000000000000","1,042,708.000000000000000",2013-12-11T00:00:00,"458,662.468817534860000","5,548,907.828775866000000"
28,"21,693,749","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,Dušní,č.p.,153,14,,"11,000","742,807.000000000000000","1,042,668.000000000000000",2013-12-11T00:00:00,"458,635.511467355300000","5,548,944.660931663600000"
29,"21,693,757","554,782",Praha,Praha 1,Praha 1,"127,001",Josefov,U staré školy,č.p.,153,3,,"11,000","742,790.000000000000000","1,042,666.000000000000000",2013-12-11T00:00:00,"458,652.110393146980000","5,548,948.829981999500000"
30,"21,715,106","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Elišky Krásnohorské,č.p.,44,16,,"11,000","742,865.449999999950000","1,042,547.200000000000000",2013-12-11T00:00:00,"458,562.022648799230000","5,549,056.921472229100000"
31,"21,715,726","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dušní,č.p.,112,16,,"11,000","742,806.000000000000000","1,042,645.000000000000000",2013-12-11T00:00:00,"458,633.545452035030000","5,548,967.594647830400000"
32,"21,715,734","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,U staré školy,č.p.,112,8,,"11,000","742,796.000000000000000","1,042,653.000000000000000",2013-12-11T00:00:00,"458,644.489520713690000","5,548,960.948308996900000"
33,"21,715,742","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,U staré školy,č.p.,113,6,,"11,000","742,775.260000000010000","1,042,644.040000000000000",2013-12-11T00:00:00,"458,663.901808552440000","5,548,972.499307794500000"
34,"21,715,751","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,U staré školy,č.p.,114,4,,"11,000","742,761.859999999990000","1,042,660.710000000000000",2013-12-11T00:00:00,"458,679.331965628080000","5,548,957.693627068800000"
35,"21,715,769","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,U staré školy,č.p.,115,2,,"11,000","742,764.000000000000000","1,042,687.000000000000000",2013-12-11T00:00:00,"458,680.590689561330000","5,548,931.351197147700000"
36,"21,715,777","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Vězeňská,č.p.,115,3,,"11,000","742,750.000000000000000","1,042,693.000000000000000",2013-12-11T00:00:00,"458,695.243721663020000","5,548,927.202265866100000"
37,"21,715,785","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Vězeňská,č.p.,116,5,,"11,000","742,732.370000000000000","1,042,676.340000000000000",2013-12-11T00:00:00,"458,710.582195722500000","5,548,945.988116160000000"
38,"21,715,793","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Široká,č.p.,117,22,,"11,000","742,856.510000000010000","1,042,774.240000000000000",2013-12-11T00:00:00,"458,600.081862424500000","5,548,832.954671675300000"
39,"21,715,807","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Široká,č.p.,118,20,,"11,000","742,871.229999999980000","1,042,780.890000000000000",2013-12-11T00:00:00,"458,586.341576939450000","5,548,824.468197358800000"
40,"21,715,815","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Pařížská,č.p.,119,14,,"11,000","742,894.000000000000000","1,042,796.000000000000000",2013-12-11T00:00:00,"458,565.707294918600000","5,548,806.558266250400000"
41,"21,715,823","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Široká,č.p.,119,18,,"11,000","742,889.000000000000000","1,042,784.000000000000000",2013-12-11T00:00:00,"458,569.121901236470000","5,548,819.099536087400000"
42,"21,715,858","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Kostečná,č.p.,121,3,,"11,000","742,862.239999999990000","1,042,805.590000000000000",2013-12-11T00:00:00,"458,598.431638980280000","5,548,801.133478023100000"
43,"21,715,866","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Kostečná,č.p.,122,5,,"11,000","742,846.510000000010000","1,042,798.780000000000000",2013-12-11T00:00:00,"458,613.152800772340000","5,548,809.908471165200000"
44,"21,715,874","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Bílkova,č.p.,123,5,,"11,000","742,868.000000000000000","1,042,605.000000000000000",2013-12-11T00:00:00,"458,566.926680706440000","5,548,999.283290306100000"
45,"21,715,882","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Elišky Krásnohorské,č.p.,123,10,,"11,000","742,881.000000000000000","1,042,598.000000000000000",2013-12-11T00:00:00,"458,553.136593835430000","5,549,004.552339447700000"
46,"21,722,366","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,612,6,,"11,000","742,722.069999999950000","1,042,864.540000000000000",2013-12-11T00:00:00,"458,744.995520746340000","5,548,760.707151370100000"
47,"21,722,374","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,613,8,,"11,000","742,719.370000000000000","1,042,850.430000000100000",2013-12-11T00:00:00,"458,745.858269596470000","5,548,775.044788602700000"
48,"21,722,382","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,614,10,,"11,000","742,707.089999999970000","1,042,846.490000000000000",2013-12-11T00:00:00,"458,757.527682496230000","5,548,780.530469156800000"
49,"21,722,391","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,616,12,,"11,000","742,693.189999999940000","1,042,833.970000000000000",2013-12-11T00:00:00,"458,769.700085469520000","5,548,794.731765694900000"
50,"21,722,404","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,617,4,,"11,000","742,629.140000000010000","1,042,836.220000000000000",2013-12-11T00:00:00,"458,833.497252304110000","5,548,800.736904382700000"
51,"21,722,412","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,618,14,,"11,000","742,681.000000000000000","1,042,831.000000000000000",2013-12-11T00:00:00,"458,781.404991553170000","5,548,799.244091592700000"
52,"21,722,421","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,618,2,a,"11,000","742,667.000000000000000","1,042,832.000000000000000",2013-12-11T00:00:00,"458,795.415076407600000","5,548,800.052799278900000"
53,"21,722,439","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,619,6,,"11,000","742,614.969999999970000","1,042,835.840000000000000",2013-12-11T00:00:00,"458,847.498443863350000","5,548,802.935779647900000"
54,"21,722,447","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,620,2,,"11,000","742,642.000000000000000","1,042,833.000000000000000",2013-12-11T00:00:00,"458,820.332049930470000","5,548,802.275977285600000"
55,"21,722,455","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,620,8,,"11,000","742,602.000000000000000","1,042,849.000000000000000",2013-12-11T00:00:00,"458,862.050893538630000","5,548,791.555072620500000"
56,"21,723,222","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,683,17,,"11,000","742,452.359999999990000","1,042,841.439999999900000",2013-12-11T00:00:00,"459,009.452085263100000","5,548,818.292959276600000"
57,"21,723,231","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Benediktská,č.p.,685,2,,"11,000","742,416.000000000000000","1,042,819.000000000000000",2013-12-11T00:00:00,"459,042.618754444640000","5,548,845.218289326900000"
58,"21,723,249","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,685,16,,"11,000","742,430.000000000000000","1,042,828.000000000000000",2013-12-11T00:00:00,"459,029.894568139690000","5,548,834.494312893600000"
59,"21,723,257","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,686,20,,"11,000","742,456.000000000000000","1,042,821.000000000000000",2013-12-11T00:00:00,"459,003.214529837480000","5,548,838.091707449400000"
60,"21,723,265","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,686,19,,"11,000","742,447.000000000000000","1,042,829.000000000000000",2013-12-11T00:00:00,"459,013.167061037380000","5,548,831.316786384200000"
61,"21,723,273","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Benediktská,č.p.,687,4,,"11,000","742,393.599999999980000","1,042,817.360000000000000",2013-12-11T00:00:00,"459,064.618252842690000","5,548,849.724769070700000"
62,"21,723,320","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Benediktská,č.p.,692,1,,"11,000","742,418.000000000000000","1,042,806.000000000000000",2013-12-11T00:00:00,"459,038.964022215460000","5,548,857.850961659100000"
63,"21,723,338","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,692,18,,"11,000","742,436.000000000000000","1,042,805.000000000000000",2013-12-11T00:00:00,"459,020.987801522020000","5,548,856.527901133500000"
64,"21,723,346","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,693,20,,"11,000","742,427.930000000050000","1,042,781.480000000000000",2013-12-11T00:00:00,"459,025.965067681860000","5,548,880.886319005900000"
65,"21,723,354","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,694,22,,"11,000","742,429.000000000000000","1,042,764.970000000000000",2013-12-11T00:00:00,"459,022.781115116550000","5,548,897.118837764500000"
66,"21,723,362","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,695,23,,"11,000","742,455.000000000000000","1,042,792.000000000000000",2013-12-11T00:00:00,"459,000.476972849110000","5,548,866.974574966400000"
67,"21,723,371","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,695,21,,"11,000","742,450.000000000000000","1,042,775.000000000000000",2013-12-11T00:00:00,"459,003.248629357670000","5,548,884.473472502100000"
68,"21,723,389","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,696,21,,"11,000","742,463.609999999990000","1,042,781.280000000000000",2013-12-11T00:00:00,"458,990.561377619390000","5,548,876.496599026000000"
69,"21,723,397","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,697,19,,"11,000","742,486.410000000030000","1,042,789.730000000000000",2013-12-11T00:00:00,"458,969.040956640620000","5,548,865.186386749100000"
70,"21,723,401","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,698,17,,"11,000","742,506.910000000030000","1,042,796.510000000000000",2013-12-11T00:00:00,"458,949.586321727370000","5,548,855.827776799000000"
71,"21,723,419","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,699,15,,"11,000","742,520.839999999970000","1,042,800.370000000000000",2013-12-11T00:00:00,"458,936.270591587760000","5,548,850.209249550500000"
72,"21,723,427","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,700,11,,"11,000","742,563.000000000000000","1,042,825.000000000000000",2013-12-11T00:00:00,"458,897.634623271410000","5,548,820.366661937900000"
73,"21,723,435","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,700,13,,"11,000","742,542.000000000000000","1,042,819.000000000000000",2013-12-11T00:00:00,"458,917.685326807200000","5,548,829.016176108300000"
74,"21,723,443","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,702,9,,"11,000","742,584.510000000010000","1,042,829.060000000100000",2013-12-11T00:00:00,"458,876.828772768380000","5,548,813.575129950400000"
75,"21,723,451","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,703,7,,"11,000","742,589.959999999960000","1,042,818.670000000000000",2013-12-11T00:00:00,"458,870.088861675000000","5,548,823.176290236400000"
76,"21,723,460","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,704,18,,"11,000","742,617.640000000010000","1,042,790.300000000000000",2013-12-11T00:00:00,"458,838.995084181430000","5,548,847.746592367100000"
77,"21,723,478","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,705,16,,"11,000","742,648.000000000000000","1,042,802.000000000000000",2013-12-11T00:00:00,"458,810.396566902290000","5,548,832.241788756100000"
78,"21,723,486","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Masná,č.p.,705,1,,"11,000","742,642.000000000000000","1,042,817.000000000000000",2013-12-11T00:00:00,"458,818.274619624020000","5,548,818.140411086400000"
79,"21,723,494","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,706,20,,"11,000","742,594.310000000060000","1,042,783.170000000000000",2013-12-11T00:00:00,"458,861.210760679100000","5,548,857.816141879200000"
80,"21,723,508","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,707,22,,"11,000","742,578.079999999960000","1,042,776.970000000000000",2013-12-11T00:00:00,"458,876.506124267350000","5,548,866.050595082300000"
81,"21,723,516","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,708,24,,"11,000","742,564.630000000000000","1,042,774.470000000000000",2013-12-11T00:00:00,"458,889.520800109020000","5,548,870.258923092900000"
82,"21,723,524","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,709,26,,"11,000","742,548.180000000050000","1,042,768.910000000000000",2013-12-11T00:00:00,"458,905.116598048250000","5,548,877.887088026900000"
83,"21,723,532","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,710,28,,"11,000","742,535.189999999940000","1,042,767.500000000000000",2013-12-11T00:00:00,"458,917.815329559150000","5,548,880.955500887700000"
84,"21,723,541","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,711,30,,"11,000","742,519.670000000040000","1,042,762.250000000000000",2013-12-11T00:00:00,"458,932.528861881230000","5,548,888.156705187600000"
85,"21,723,559","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,712,32,,"11,000","742,495.390000000010000","1,042,751.230000000000000",2013-12-11T00:00:00,"458,955.186281602830000","5,548,902.205451550000000"
86,"21,723,567","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,713,34,,"11,000","742,473.699999999950000","1,042,745.140000000000000",2013-12-11T00:00:00,"458,975.909569962880000","5,548,911.032926501700000"
87,"21,723,575","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,714,36,,"11,000","742,456.000000000000000","1,042,733.000000000000000",2013-12-11T00:00:00,"458,991.898667471480000","5,548,925.346072191400000"
88,"21,723,583","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,714,23,,"11,000","742,447.000000000000000","1,042,745.000000000000000",2013-12-11T00:00:00,"459,002.365554931570000","5,548,914.605042727700000"
89,"21,723,591","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,715,38,,"11,000","742,419.000000000000000","1,042,721.000000000000000",2013-12-11T00:00:00,"459,027.042394073680000","5,548,942.002153510200000"
90,"21,723,605","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,715,26,,"11,000","742,431.000000000000000","1,042,733.000000000000000",2013-12-11T00:00:00,"459,016.687044696880000","5,548,928.560774520000000"
91,"21,723,613","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,716,24,,"11,000","742,425.750000000000000","1,042,749.360000000000000",2013-12-11T00:00:00,"459,023.996324781330000","5,548,913.014483055100000"
92,"21,723,621","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,717,40,,"11,000","742,399.040000000040000","1,042,725.110000000000000",2013-12-11T00:00:00,"459,047.361935494470000","5,548,940.493596455100000"
93,"21,723,818","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,729,24,,"11,000","742,398.000000000000000","1,042,642.000000000000000",2013-12-11T00:00:00,"459,037.706081040200000","5,549,023.033119741800000"
94,"21,723,826","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,730,35,,"11,000","742,413.770000000020000","1,042,665.630000000000000",2013-12-11T00:00:00,"459,025.108136121180000","5,548,997.575508786400000"
95,"21,723,834","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,730,22,,"11,000","742,413.000000000000000","1,042,638.000000000000000",2013-12-11T00:00:00,"459,022.318698831830000","5,549,025.070407284400000"
96,"21,723,842","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,731,33,,"11,000","742,443.089999999970000","1,042,674.439999999900000",2013-12-11T00:00:00,"458,997.169198945160000","5,548,985.069956854000000"
97,"21,723,851","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Haštalská,č.p.,731,20,,"11,000","742,435.000000000000000","1,042,646.000000000000000",2013-12-11T00:00:00,"459,001.533640962090000","5,549,014.309257188800000"
98,"21,723,869","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,731,28,,"11,000","742,459.000000000000000","1,042,674.000000000000000",2013-12-11T00:00:00,"458,981.337296339680000","5,548,983.460393317000000"
99,"21,723,877","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,732,31,,"11,000","742,461.000000000000000","1,042,711.000000000000000",2013-12-11T00:00:00,"458,984.112027890980000","5,548,946.516722982700000"
100,"21,723,885","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rybná,č.p.,732,25,,"11,000","742,459.000000000000000","1,042,699.000000000000000",2013-12-11T00:00:00,"458,984.552027073690000","5,548,958.672221561900000"
101,"21,723,893","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,733,29,,"11,000","742,474.910000000030000","1,042,708.210000000000000",2013-12-11T00:00:00,"458,969.961010362020000","5,548,947.494423052300000"
102,"21,723,907","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,734,27,,"11,000","742,493.670000000040000","1,042,716.650000000000000",2013-12-11T00:00:00,"458,952.445104504940000","5,548,936.713623907400000"
103,"21,723,915","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,735,25,,"11,000","742,559.900000000020000","1,042,701.380000000000000",2013-12-11T00:00:00,"458,884.812170727180000","5,548,943.337853578900000"
104,"21,723,923","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,735,6,,"11,000","742,565.000000000000000","1,042,706.000000000000000",2013-12-11T00:00:00,"458,880.349423319100000","5,548,938.101199781500000"
105,"21,723,931","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,736,23,,"11,000","742,535.170000000040000","1,042,729.920000000000000",2013-12-11T00:00:00,"458,913.002774232070000","5,548,918.219656232700000"
106,"21,723,940","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,737,21,,"11,000","742,551.000000000000000","1,042,744.000000000000000",2013-12-11T00:00:00,"458,899.117308934220000","5,548,902.223406864300000"
107,"21,723,958","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,737,2,,"11,000","742,558.000000000000000","1,042,742.000000000000000",2013-12-11T00:00:00,"458,891.919383726080000","5,548,903.306344172000000"
108,"21,723,966","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,738,4,,"11,000","742,560.329999999960000","1,042,730.410000000000000",2013-12-11T00:00:00,"458,888.118756798100000","5,548,914.498531865000000"
109,"21,723,974","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,739,19,,"11,000","742,580.000000000000000","1,042,749.000000000000000",2013-12-11T00:00:00,"458,871.005733307450000","5,548,893.536716869100000"
110,"21,723,982","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Rámová,č.p.,739,1,,"11,000","742,575.000000000000000","1,042,737.000000000000000",2013-12-11T00:00:00,"458,874.420338087720000","5,548,906.077981650800000"
111,"21,723,991","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,740,17,,"11,000","742,596.310000000060000","1,042,748.840000000000000",2013-12-11T00:00:00,"458,854.813218686730000","5,548,891.598089229300000"
112,"21,724,008","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,741,13,,"11,000","742,625.939999999940000","1,042,769.580000000000000",2013-12-11T00:00:00,"458,828.100969944150000","5,548,867.223751977100000"
113,"21,724,016","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,741,15,,"11,000","742,610.500000000000000","1,042,763.110000000000000",2013-12-11T00:00:00,"458,842.578302290290000","5,548,875.624332802400000"
114,"21,724,024","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,741,11,,"11,000","742,640.000000000000000","1,042,774.000000000000000",2013-12-11T00:00:00,"458,814.728347980420000","5,548,861.033253105400000"
115,"21,724,032","554,782",Praha,Praha 1,Praha 1,"400,017",Staré Město,Dlouhá,č.p.,743,9,,"11,000","742,660.000000000000000","1,042,784.000000000000000",2013-12-11T00:00:00,"458,796.183534218000000","5,548,848.546219157100000"
